,artist,genre,lyrics,song
526,Metallica,Rock,Blacked Pop queen amphetamine The screams crashed silence Tapped Doused gasoline The high times going timeless Decadence Death innocence The pathway starts spiral Infamy All publicity Destruction going viral Light Ah light Another hit erases pain Bulletproof Ah kill truth Youre falling think youre flying high High Sold soul Built higher wall Yesterday Now youre thrown away Same rise fall Who cares all Seduced fame A moth flame Twisted Backstabbing wicked The delusion absolution Perjurer Fame murderer Seduce ruin Light Ah light Another hit erases pain Bulletproof Ah tell truth Youre falling think youre flying high High Bridge Burn Guarantee name go kill The vultures feast around still Overdose shame insecurity If one wont fistful Death scene Black hearse limousine A grave filled seduction Vaccine Fame murdering She builds destruction So light Ah light Another hit erases pain Bulletproof Ah excuse Youre falling think youre flying high High Bridge Addicted Fame,Moth into Flame 
527,Metallica,Rock,Bet guys know wrote My mother witch burned alive Thankless little bitch tears I cried Take now want see face Blistered burnt cant hide disgrace Twentyseven everyone nice Gotta see em pay price See bodies ice Take time Am I evil Yes I am what man Am I evil yes I am As I watched mother die I lost head Revenge I sought break bread Taking chances come me Ill split bone yeah yeah help set free Twentyseven everyone nice Gotta see em pay price See bodies ice Take time Am I evil yes I am come on Am I evil yes I am ohh yea betcha man,Am I Savage? 
528,Metallica,Rock,Obey obey Come stay Sincere sincere All ends tears Endure endure Thoughts impure Concede concede But shall bleed Oh Halo fire The midnight knows well Fast desire Creates another hell I fear turn light For darkness go away Fast desire Turn light Halo fire Allure allure Sweetness obscure Abide abide Secrets inside Deprive deprive To feel alive Obey obey Just turn away Oh Halo fire The midnight knows well Fast desire Creates another hell I fear turn light For darkness go away Fast desire Turn light Halo fire Prayers cannot get Return sender Unto Shall I surrender Twisting disguise Dark resurrection Lighting skies Wicked perfection Too dark sleep Cant slip away Open close My eyes betray Beyond black Come stay Hello darkness say goodbye Hello darkness say goodbye Hello darkness say goodbye,Halo on Fire 
529,Metallica,Rock,Wake face day Grab life walk away War never done Rub patch battle Make go away Please make go away Confusion All sanity beyond Delusion All sanity memory My life war never ends Leave battlefield Yet horrors never heal Coming home war Pieces fit anymore Make go away Please make go away Confusion All sanity beyond Delusion All sanity memory My life war never ends Father please come home Shell shocked Ive known Father please come home Label deadwood soldier Cast away left roam Rapid road sacrifice Just takes longer come home Come home Confusion All sanity beyond Delusion Crossfire ricochets inside Trapped memory forever My life war never ends,Confusion 
530,Metallica,Rock,He sleeps black seas waiting Lies dreaming death He sleeps cosmos shaking Stars granting breath He wakes world dies screaming All horrors arrive He wakes giving earth bleeding Pure madness alive And He haunts And He blinds soul And He loathes And reclaims You turn stone Cant look away You turn stone Madness say Cthulhu awaken He sways abyss returning Inhaling black skies He shakes torture burning All lost eyes And He haunts And He blinds soul And He loathes And reclaims You turn stone Cant look away You turn stone Madness say Cthulhu awaken You turn stone Cant look away You turn stone Madness say Sanity taken Seething damnation Cthulhu awaken Wake Winged Salvation Death creation Cthulhu awaken Wake Dreaming Cthulhu awaken Wake Dreaming Cthulhu awaken Wake Dreaming,Dream No More 
531,Metallica,Rock,Chaos Awaiting Adams return Madness Smiling watch burn Ive become Hostage mind Left behind Blind lead blind Quest find Faith manunkind Garden Of Eden simple pure Greedy Needy must more Ive become Hostage mind Left behind Blind lead blind Quest find Faith manunkind Fascinate Partner insanity Decimate Lessons never learn Dominate Killing innocence Deviate And dust return Yeah Seized day Frozen captive night Seized day All dark days life Seized day Frozen captive night Led astray All dark days life Zero Reset creation man Foolish Ready witness again Ive become Hostage mind Left behind Blind lead blind Quest find Faith manunkind Faith manunkind Oh Faith manunkind Faith manunkind Oh Faith manunkind,ManUNkind 
532,Metallica,Rock,Little grave Im grieving I mend Sweet revenge Im dreaming I end Ive since dawn time Countless hatreds built shrine I born angers flame He Abel I Cain I Im hell unbound Burn kingdom ground To ground Here comes revenge Revenge cant undo Revenge killing Revenge set free Eye eye tooth tooth A life life burden proof Revenge Revenge You ask forgiveness I give sweet revenge I return nightmare I find Sleepless cloaked despair Im behind Man made oh strong Blurring lines right wrong Far late frail amends Now come sweet revenge Desperate hands That lose control Have mercy soul On soul Here comes revenge Revenge cant undo Revenge killing Revenge set free Eye eye tooth tooth A life life burden proof Revenge Revenge You ask forgiveness I give sweet revenge Here comes revenge Revenge cant undo Revenge killing Revenge set free Eye eye tooth tooth A life life burden proof Revenge Revenge You ask forgiveness I give sweet revenge Sweet revenge,Here Comes Revenge 
533,Metallica,Rock,One crown Shines sound One crown Born lose One man Does give damn One man No excuse Aces wild Aces high All aces Aces til die White lines fading The iron horse rolls Hear thunder Still feeding back Still hear thunder The man black Born lose Living win One fist Hammers mist One fist Steady One heart Diehard start One heart Beats song Murder Murder one Give murder Second class none Headlights fading The iron horse rolls Hear thunder Still feeding back Still hear thunder The man black Born lose Living win Hear thunder Still feeding back I still hear thunder The man black Born lose No excuse Til end Been living win Been living win,Murder One 
534,Metallica,Rock,Produced By Greg Fidelman Come unto feel perfection Come unto dedicate Come unto me never feel rejection Come unto terminate Remove heart good bleeding Bleeding fragile skin Remove thought cause deceiving Deceiving thoughts destroy within Disappear like man never Long live machine The future supreme Man overthrown Spit bone Plug me I guarantee devotion Plug dedicate Plug Ill save emotion Plug terminate Accelerate Utopian solution Finally cure Earth man Exterminate speeding evolution Set course master plan Reinvent earth inhabitant Long live machine The future supreme Man overthrown Spit bone The flesh betrays flesh Your man time We lay rest Machined new divine Stop breathing And dedicate Stop dreaming And terminate All meaning You dedicate All feelings You terminate Disappear like man never Long live machine Our future supreme Your man overthrown Spit bone yeah,Spit Out the Bone 
535,Soundtrack,Rock,Skrillex Rick Ross 1 Biggest boss Ive trillest Im bigger problem I click Skrillex Murder mind time pray God My revolvers religious revolutions born You wanna know name go tell serg You wanna know gang Suicide Squad Pistol waist I might make mistake Deadshot head shot oh God I crazy Drugs every corner Gotham City Killer Croc came kidnap cut kidney Aint mercy got purple Lamborghini lurkin Rozay know pussy worth it Flooded Rolex Grammy awards They still sellin dope thats Miami boys Killers everywhere aint place run Forgive wrongs I begun Hook Instrumental Aint mercy aaint mercy Got purple Lamborghini purple Lamborghini lurkin Aint mercy aaint mercy Got purple Lamborghini lurkin Rozay 2 Dont beggin life cause thats lost cause High stakes body armor suicide boy Its time games time kill Make mind baby cause time Capital murder capital letters Yeah catchin vibe cant fathom cheddar Need couple gang members new endeavors From point anything together Body corner million trunk Seven figures I spend every month Killers corner talons clip Build palace Paris fill bitches Say name Im coming gun squad Everybody runnin homie theres one God Cocaine white Ferrari Im fast lane Every day life death thats cash came Count money drug residue even blood em He driver til I put cuz Kickin door boy Suicide Squad Needle arm Im die Hook Instrumental Aint mercy aaint mercy Got purple Lamborghini purple Lamborghini lurkin Aint mercy aaint mercy Got purple Lamborghini lurkin Rozay Outro Skrillex Play music Power Greed Devious Needs Highstakes Cash money Dope boy Rap money Renzel real hip Forgive wrongs I begun Rozay,Purple Lamborghini 
